Team,Opponent,Year,Week,Home Team,Spread,Game Scoring Margin,Line For Rating,Line Against Rating,Rushing For Rating,Rushing Against Rating,Passing For Rating,Passing Against Rating,Opp Line For Rating,Opp Line Against Rating,Opp Rushing For Rating,Opp Rushing Against Rating,Opp Passing For Rating,Opp Passing Against Rating,Team DVOA,DVOA Diff,EGO,EGO to Spread Diff,EGO to Score Diff,EGO Pick,Right Pick,Wrong Pick,Spread to Result Difference,Spread Result Class
SFO,STL,2006,2,1,3.0,7,33.0,89.0,36.0,74.0,91.0,10.0,44.0,67.0,44.0,40.0,57.0,79.0,0.0,0.0,0.0,0.0,0.0,0,0,0,10.0,1
STL,SFO,2006,2,0,-3.0,-7,44.0,67.0,44.0,40.0,57.0,79.0,33.0,89.0,36.0,74.0,91.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-10.0,-1
TAM,ATL,2006,2,0,4.5,-11,11.0,67.0,0.0,66.0,28.0,53.0,44.0,89.0,100.0,83.0,34.0,60.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-6.5,-1
TEN,SDG,2006,2,0,12.0,-33,22.0,78.0,27.0,71.0,74.0,3.0,100.0,100.0,74.0,73.0,25.0,100.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-21.0,-1
WAS,DAL,2006,2,0,7.0,-17,11.0,100.0,34.0,73.0,45.0,33.0,11.0,78.0,27.0,77.0,72.0,30.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-10.0,-1
ARI,STL,2006,3,1,-5.5,-2,18.0,22.0,17.0,45.0,59.0,48.0,18.0,11.0,36.0,35.0,30.0,80.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-7.5,-1
ATL,NOR,2006,3,0,-4.0,-20,27.0,67.0,100.0,88.0,0.0,52.0,45.0,67.0,28.0,76.0,65.0,60.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-24.0,-1
BAL,CLE,2006,3,0,-6.5,1,64.0,78.0,36.0,100.0,19.0,100.0,18.0,56.0,15.0,27.0,30.0,45.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-5.5,-1
BUF,NYJ,2006,3,1,-6.0,-8,73.0,56.0,28.0,39.0,0.0,81.0,9.0,44.0,16.0,51.0,84.0,54.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-14.0,-1
CAR,TAM,2006,3,0,-3.0,2,36.0,44.0,22.0,5.0,24.0,74.0,18.0,67.0,0.0,0.0,48.0,99.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-1.0,-1
CHI,MIN,2006,3,0,-3.5,3,64.0,100.0,27.0,76.0,75.0,73.0,0.0,44.0,33.0,58.0,53.0,81.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-0.5,-1
CIN,PIT,2006,3,0,2.0,8,45.0,56.0,43.0,69.0,51.0,61.0,18.0,56.0,22.0,76.0,25.0,45.0,0.0,0.0,0.0,0.0,0.0,0,0,0,10.0,1
CLE,BAL,2006,3,1,6.5,-1,18.0,56.0,15.0,27.0,30.0,45.0,64.0,78.0,36.0,100.0,19.0,100.0,0.0,0.0,0.0,0.0,0.0,0,0,0,5.5,1
DEN,NWE,2006,3,0,6.5,10,18.0,67.0,49.0,40.0,14.0,81.0,45.0,67.0,54.0,75.0,31.0,59.0,0.0,0.0,0.0,0.0,0.0,0,0,0,16.5,1
DET,GNB,2006,3,1,-6.5,-7,27.0,11.0,4.0,67.0,45.0,51.0,27.0,56.0,20.0,73.0,61.0,25.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-13.5,-1
GNB,DET,2006,3,0,6.5,7,27.0,56.0,20.0,73.0,61.0,25.0,27.0,11.0,4.0,67.0,45.0,51.0,0.0,0.0,0.0,0.0,0.0,0,0,0,13.5,1
HOU,WAS,2006,3,1,3.5,-16,9.0,11.0,23.0,45.0,34.0,0.0,0.0,44.0,26.0,54.0,24.0,54.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-12.5,-1
IND,JAX,2006,3,1,-6.5,7,18.0,78.0,23.0,33.0,100.0,57.0,18.0,89.0,25.0,86.0,60.0,73.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.5,1
JAX,IND,2006,3,0,6.5,-7,18.0,89.0,25.0,86.0,60.0,73.0,18.0,78.0,23.0,33.0,100.0,57.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-0.5,-1
MIA,TEN,2006,3,1,-10.5,3,27.0,0.0,13.0,46.0,49.0,95.0,0.0,89.0,15.0,22.0,44.0,35.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-7.5,-1
MIN,CHI,2006,3,1,3.5,-3,0.0,44.0,33.0,58.0,53.0,81.0,64.0,100.0,27.0,76.0,75.0,73.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.5,1
NOR,ATL,2006,3,1,4.0,20,45.0,67.0,28.0,76.0,65.0,60.0,27.0,67.0,100.0,88.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0,0,0,24.0,1
NWE,DEN,2006,3,1,-6.5,-10,45.0,67.0,54.0,75.0,31.0,59.0,18.0,67.0,49.0,40.0,14.0,81.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-16.5,-1
NYG,SEA,2006,3,0,4.0,-12,0.0,22.0,42.0,72.0,79.0,18.0,55.0,22.0,35.0,89.0,35.0,64.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-8.0,-1
NYJ,BUF,2006,3,0,6.0,8,9.0,44.0,16.0,51.0,84.0,54.0,73.0,56.0,28.0,39.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0,0,0,14.0,1
PHI,SFO,2006,3,0,-6.0,14,100.0,89.0,35.0,74.0,98.0,46.0,64.0,100.0,34.0,60.0,69.0,59.0,0.0,0.0,0.0,0.0,0.0,0,0,0,8.0,1
PIT,CIN,2006,3,1,-2.0,-8,18.0,56.0,22.0,76.0,25.0,45.0,45.0,56.0,43.0,69.0,51.0,61.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-10.0,-1
SEA,NYG,2006,3,1,-4.0,12,55.0,22.0,35.0,89.0,35.0,64.0,0.0,22.0,42.0,72.0,79.0,18.0,0.0,0.0,0.0,0.0,0.0,0,0,0,8.0,1
SFO,PHI,2006,3,1,6.0,-14,64.0,100.0,34.0,60.0,69.0,59.0,100.0,89.0,35.0,74.0,98.0,46.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-8.0,-1
STL,ARI,2006,3,0,5.5,2,18.0,11.0,36.0,35.0,30.0,80.0,18.0,22.0,17.0,45.0,59.0,48.0,0.0,0.0,0.0,0.0,0.0,0,0,0,7.5,1
TAM,CAR,2006,3,1,3.0,-2,18.0,67.0,0.0,0.0,48.0,99.0,36.0,44.0,22.0,5.0,24.0,74.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,1
TEN,MIA,2006,3,0,10.5,-3,0.0,89.0,15.0,22.0,44.0,35.0,27.0,0.0,13.0,46.0,49.0,95.0,0.0,0.0,0.0,0.0,0.0,0,0,0,7.5,1
WAS,HOU,2006,3,0,-3.5,16,0.0,44.0,26.0,54.0,24.0,54.0,9.0,11.0,23.0,45.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,12.5,1
ARI,ATL,2006,4,0,7.5,-22,24.0,60.0,14.0,46.0,70.0,28.0,31.0,60.0,100.0,63.0,11.0,49.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-14.5,-1
ATL,ARI,2006,4,1,-7.5,22,31.0,60.0,100.0,63.0,11.0,49.0,24.0,60.0,14.0,46.0,70.0,28.0,0.0,0.0,0.0,0.0,0.0,0,0,0,14.5,1
BAL,SDG,2006,4,1,1.0,3,100.0,78.0,30.0,100.0,45.0,72.0,83.0,100.0,95.0,72.0,40.0,100.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.0,1
BUF,MIN,2006,4,1,-1.0,5,66.0,64.0,39.0,38.0,39.0,69.0,10.0,69.0,29.0,60.0,58.0,55.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.0,1
CAR,NOR,2006,4,1,-7.5,3,38.0,60.0,19.0,11.0,47.0,70.0,72.0,78.0,34.0,59.0,65.0,65.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-4.5,-1
CHI,SEA,2006,4,1,-3.5,31,59.0,91.0,14.0,64.0,85.0,63.0,52.0,64.0,33.0,82.0,52.0,45.0,0.0,0.0,0.0,0.0,0.0,0,0,0,27.5,1
CIN,NWE,2006,4,1,-6.0,-25,59.0,51.0,37.0,40.0,52.0,53.0,38.0,82.0,40.0,51.0,62.0,43.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-31.0,-1
CLE,OAK,2006,4,0,-2.5,3,31.0,47.0,0.0,24.0,52.0,33.0,10.0,0.0,2.0,0.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.5,1
DAL,TEN,2006,4,0,-9.5,31,62.0,80.0,32.0,61.0,67.0,60.0,45.0,82.0,5.0,2.0,61.0,45.0,0.0,0.0,0.0,0.0,0.0,0,0,0,21.5,1
DET,STL,2006,4,0,5.0,-7,24.0,47.0,2.0,65.0,72.0,24.0,24.0,56.0,25.0,28.0,59.0,59.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-2.0,-1
GNB,PHI,2006,4,0,11.5,-22,45.0,78.0,9.0,60.0,86.0,9.0,100.0,78.0,42.0,55.0,100.0,31.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-10.5,-1
HOU,MIA,2006,4,1,4.0,2,10.0,56.0,12.0,2.0,47.0,0.0,38.0,29.0,22.0,47.0,46.0,68.0,0.0,0.0,0.0,0.0,0.0,0,0,0,6.0,1
IND,NYJ,2006,4,0,-8.0,3,24.0,78.0,13.0,3.0,93.0,64.0,31.0,69.0,7.0,24.0,78.0,31.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-5.0,-1
JAX,WAS,2006,4,0,-3.0,-6,31.0,87.0,40.0,81.0,50.0,60.0,10.0,73.0,51.0,54.0,49.0,47.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-9.0,-1
KAN,SFO,2006,4,1,-7.0,41,0.0,47.0,42.0,27.0,32.0,80.0,72.0,82.0,36.0,37.0,80.0,41.0,0.0,0.0,0.0,0.0,0.0,0,0,0,34.0,1
MIA,HOU,2006,4,0,-4.0,-2,38.0,29.0,22.0,47.0,46.0,68.0,10.0,56.0,12.0,2.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-6.0,-1
MIN,BUF,2006,4,0,1.0,-5,10.0,69.0,29.0,60.0,58.0,55.0,66.0,64.0,39.0,38.0,39.0,69.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-4.0,-1
NOR,CAR,2006,4,0,7.5,-3,72.0,78.0,34.0,59.0,65.0,65.0,38.0,60.0,19.0,11.0,47.0,70.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.5,1
NWE,CIN,2006,4,0,6.0,25,38.0,82.0,40.0,51.0,62.0,43.0,59.0,51.0,37.0,40.0,52.0,53.0,0.0,0.0,0.0,0.0,0.0,0,0,0,31.0,1
NYJ,IND,2006,4,1,8.0,-3,31.0,69.0,7.0,24.0,78.0,31.0,24.0,78.0,13.0,3.0,93.0,64.0,0.0,0.0,0.0,0.0,0.0,0,0,0,5.0,1
OAK,CLE,2006,4,1,2.5,-3,10.0,0.0,2.0,0.0,0.0,93.0,31.0,47.0,0.0,24.0,52.0,33.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-0.5,-1
PHI,GNB,2006,4,1,-11.5,22,100.0,78.0,42.0,55.0,100.0,31.0,45.0,78.0,9.0,60.0,86.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0,0,10.5,1
SDG,BAL,2006,4,0,-1.0,-3,83.0,100.0,95.0,72.0,40.0,100.0,100.0,78.0,30.0,100.0,45.0,72.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-4.0,-1
SEA,CHI,2006,4,0,3.5,-31,52.0,64.0,33.0,82.0,52.0,45.0,59.0,91.0,14.0,64.0,85.0,63.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-27.5,-1
SFO,KAN,2006,4,0,7.0,-41,72.0,82.0,36.0,37.0,80.0,41.0,0.0,47.0,42.0,27.0,32.0,80.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-34.0,-1
STL,DET,2006,4,1,-5.0,7,24.0,56.0,25.0,28.0,59.0,59.0,24.0,47.0,2.0,65.0,72.0,24.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,1
TEN,DAL,2006,4,1,9.5,-31,45.0,82.0,5.0,2.0,61.0,45.0,62.0,80.0,32.0,61.0,67.0,60.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-21.5,-1
WAS,JAX,2006,4,1,3.0,6,10.0,73.0,51.0,54.0,49.0,47.0,31.0,87.0,40.0,81.0,50.0,60.0,0.0,0.0,0.0,0.0,0.0,0,0,0,9.0,1
ARI,KAN,2006,5,1,3.5,-3,30.0,51.0,17.0,29.0,66.0,35.0,28.0,61.0,56.0,53.0,45.0,97.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.5,1
BAL,DEN,2006,5,0,5.0,-10,100.0,76.0,35.0,100.0,46.0,79.0,18.0,83.0,70.0,62.0,46.0,44.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-5.0,-1
BUF,CHI,2006,5,0,9.5,-33,58.0,60.0,49.0,65.0,48.0,57.0,86.0,93.0,36.0,85.0,84.0,67.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-23.5,-1
CAR,CLE,2006,5,1,-7.5,8,37.0,64.0,44.0,42.0,48.0,46.0,51.0,47.0,18.0,25.0,54.0,54.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.5,1
CHI,BUF,2006,5,1,-9.5,33,86.0,93.0,36.0,85.0,84.0,67.0,58.0,60.0,49.0,65.0,48.0,57.0,0.0,0.0,0.0,0.0,0.0,0,0,0,23.5,1
CLE,CAR,2006,5,0,7.5,-8,51.0,47.0,18.0,25.0,54.0,54.0,37.0,64.0,44.0,42.0,48.0,46.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-0.5,-1
DAL,PHI,2006,5,0,2.0,-14,65.0,89.0,69.0,83.0,64.0,66.0,93.0,68.0,57.0,73.0,100.0,28.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-12.0,-1
DEN,BAL,2006,5,1,-5.0,10,18.0,83.0,70.0,62.0,46.0,44.0,100.0,76.0,35.0,100.0,46.0,79.0,0.0,0.0,0.0,0.0,0.0,0,0,0,5.0,1
DET,MIN,2006,5,0,6.0,-9,23.0,47.0,18.0,80.0,80.0,6.0,23.0,76.0,35.0,77.0,69.0,53.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-3.0,-1
GNB,STL,2006,5,1,2.5,-3,65.0,85.0,25.0,69.0,84.0,0.0,30.0,60.0,39.0,50.0,75.0,45.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-0.5,-1
IND,TEN,2006,5,1,-18.0,1,37.0,76.0,38.0,19.0,86.0,63.0,37.0,80.0,18.0,0.0,58.0,47.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-17.0,-1
JAX,NYJ,2006,5,1,-7.0,41,23.0,76.0,39.0,83.0,64.0,39.0,37.0,64.0,29.0,32.0,74.0,31.0,0.0,0.0,0.0,0.0,0.0,0,0,0,34.0,1
KAN,ARI,2006,5,0,-3.5,3,28.0,61.0,56.0,53.0,45.0,97.0,30.0,51.0,17.0,29.0,66.0,35.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-0.5,-1
MIA,NWE,2006,5,0,9.5,-10,65.0,18.0,31.0,73.0,55.0,64.0,58.0,89.0,73.0,75.0,63.0,40.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-0.5,-1
MIN,DET,2006,5,1,-6.0,9,23.0,76.0,35.0,77.0,69.0,53.0,23.0,47.0,18.0,80.0,80.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1
NOR,TAM,2006,5,1,-7.0,3,72.0,80.0,40.0,61.0,82.0,69.0,46.0,78.0,0.0,6.0,53.0,74.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-4.0,-1
NWE,MIA,2006,5,1,-9.5,10,58.0,89.0,73.0,75.0,63.0,40.0,65.0,18.0,31.0,73.0,55.0,64.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.5,1
NYG,WAS,2006,5,1,-5.5,16,0.0,56.0,47.0,77.0,91.0,7.0,30.0,80.0,67.0,86.0,69.0,35.0,0.0,0.0,0.0,0.0,0.0,0,0,0,10.5,1
NYJ,JAX,2006,5,0,7.0,-41,37.0,64.0,29.0,32.0,74.0,31.0,23.0,76.0,39.0,83.0,64.0,39.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-34.0,-1
OAK,SFO,2006,5,0,3.5,-14,18.0,0.0,42.0,28.0,0.0,89.0,65.0,72.0,45.0,51.0,64.0,38.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-10.5,-1
PHI,DAL,2006,5,1,-2.0,14,93.0,68.0,57.0,73.0,100.0,28.0,65.0,89.0,69.0,83.0,64.0,66.0,0.0,0.0,0.0,0.0,0.0,0,0,0,12.0,1
PIT,SDG,2006,5,0,3.0,-10,74.0,61.0,47.0,87.0,45.0,43.0,84.0,100.0,100.0,98.0,39.0,100.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-7.0,-1
SDG,PIT,2006,5,1,-3.0,10,84.0,100.0,100.0,98.0,39.0,100.0,74.0,61.0,47.0,87.0,45.0,43.0,0.0,0.0,0.0,0.0,0.0,0,0,0,7.0,1
SFO,OAK,2006,5,1,-3.5,14,65.0,72.0,45.0,51.0,64.0,38.0,18.0,0.0,42.0,28.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0,0,0,10.5,1
STL,GNB,2006,5,0,-2.5,3,30.0,60.0,39.0,50.0,75.0,45.0,65.0,85.0,25.0,69.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.5,1
TAM,NOR,2006,5,0,7.0,-3,46.0,78.0,0.0,6.0,53.0,74.0,72.0,80.0,40.0,61.0,82.0,69.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.0,1
TEN,IND,2006,5,0,18.0,-1,37.0,80.0,18.0,0.0,58.0,47.0,37.0,76.0,38.0,19.0,86.0,63.0,0.0,0.0,0.0,0.0,0.0,0,0,0,17.0,1
WAS,NYG,2006,5,0,5.5,-16,30.0,80.0,67.0,86.0,69.0,35.0,0.0,56.0,47.0,77.0,91.0,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-10.5,-1
ARI,SEA,2007,2,1,2.5,3,50.0,83.0,49.0,81.0,12.0,87.0,83.0,67.0,39.0,81.0,51.0,53.0,0.0,0.0,0.0,0.0,0.0,0,0,0,5.5,1
ATL,JAX,2007,2,0,10.0,-6,0.0,0.0,21.0,61.0,38.0,65.0,33.0,50.0,12.0,0.0,48.0,100.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.0,1
BAL,NYJ,2007,2,1,-10.0,7,17.0,67.0,26.0,96.0,52.0,58.0,0.0,17.0,6.0,63.0,37.0,15.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-3.0,-1
BUF,PIT,2007,2,0,10.0,-23,17.0,67.0,28.0,47.0,1.0,14.0,100.0,83.0,68.0,100.0,34.0,60.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-13.0,-1
CAR,HOU,2007,2,1,-6.5,-13,17.0,100.0,59.0,87.0,49.0,65.0,50.0,67.0,27.0,89.0,51.0,71.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-19.5,-1
CHI,KAN,2007,2,1,-12.0,10,50.0,50.0,14.0,87.0,20.0,56.0,33.0,50.0,11.0,73.0,29.0,49.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-2.0,-1
CIN,CLE,2007,2,0,-7.0,-6,33.0,83.0,4.0,74.0,42.0,48.0,17.0,0.0,0.0,32.0,40.0,66.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-13.0,-1
CLE,CIN,2007,2,1,7.0,6,17.0,0.0,0.0,32.0,40.0,66.0,33.0,83.0,4.0,74.0,42.0,48.0,0.0,0.0,0.0,0.0,0.0,0,0,0,13.0,1
DAL,MIA,2007,2,0,-3.5,17,17.0,83.0,41.0,67.0,100.0,8.0,33.0,67.0,8.0,39.0,52.0,47.0,0.0,0.0,0.0,0.0,0.0,0,0,0,13.5,1
DEN,OAK,2007,2,1,-10.0,3,33.0,83.0,53.0,72.0,86.0,99.0,33.0,50.0,19.0,74.0,80.0,19.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-7.0,-1
DET,MIN,2007,2,1,-3.0,3,50.0,67.0,26.0,81.0,81.0,20.0,100.0,100.0,39.0,79.0,35.0,62.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0
GNB,NYG,2007,2,0,2.5,22,17.0,33.0,0.0,76.0,38.0,58.0,17.0,83.0,33.0,59.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,24.5,1
HOU,CAR,2007,2,0,6.5,13,50.0,67.0,27.0,89.0,51.0,71.0,17.0,100.0,59.0,87.0,49.0,65.0,0.0,0.0,0.0,0.0,0.0,0,0,0,19.5,1
IND,TEN,2007,2,0,-7.0,2,17.0,100.0,50.0,75.0,82.0,56.0,50.0,67.0,100.0,88.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-5.0,-1
JAX,ATL,2007,2,1,-10.0,6,33.0,50.0,12.0,0.0,48.0,100.0,0.0,0.0,21.0,61.0,38.0,65.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-4.0,-1
